timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_status actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state joint_position_deviation_ratio
22871.764 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.880349913856066e-17 -2.393329620361328 -1.4057834148406982 -0.22860582172870636 0.0009124650969170034 0.0 4.3139871656165676e-16 -26.665381221961916 -15.558578308683664 -1.833906329739412 0.007208526063923776 0.0 -0.2201164404498499 -1.2988811296275635 2.0313108603106897 -2.315782686273092 -1.557962719594137 3.699610710144043 0.0 0.0 -0.0 -0.0 0.0 0.0 0.1733800172805786 -2.3691084384918213 -1.615012764930725 -0.339178204536438 -0.06467980891466141 0.11507310718297958 3.880349913856066e-17 -2.393329620361328 -1.4057834148406982 -0.22860582172870636 0.0009124650969170034 0.0 -0.5239958612071604 -0.01899370157027225 0.21098389786380897 1.2080039128322655 -2.8830631864147565 -0.0009757485360346647 0.0 0.0 0.0 0.0 0.0 0.0 8.115106399877641 2.745473149750903 -3.6607492184873673 -0.1643766885368762 0.1618546362812286 -0.3787604408538864 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.6875 28.75 28.1875 32.0 35.375 36.125 0.670069 7 253 253 253 253 253 253 1 0.038307227194309235 0.1149216815829277 -9.404424667358398 0.0 1.0 0.0 47.6421012878418 47.737037658691406 0.39276546239852905 47.5275993347168 47.57059860229492 47.44160079956055 47.55626678466797 47.55626678466797 47.48460006713867 0 1 0.00021457672119140625
22871.863999999998 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.336197056372255e-17 -2.393339157104492 -1.405780553817749 -0.22860713303089142 0.0009124648640863597 0.0 5.932528235922882e-16 -26.665485940524327 -15.558546484472467 -1.833916805535192 0.0072085242940139 0.0 -0.22012406984438115 -1.298881159429886 2.031287495289938 -2.3158065281310023 -1.557917896901266 3.6995952129364014 0.0 0.0 -0.0 -0.0 0.0 0.0 0.1352081298828125 -2.3713555335998535 -1.6297954320907593 -0.3330802321434021 -0.049940843135118484 0.09673211723566055 5.336197056372255e-17 -2.393339157104492 -1.405780553817749 -0.22860713303089142 0.0009124648640863597 0.0 -0.5240075058527109 -0.018991712959344896 0.21099553539603402 1.2079912322102908 -2.8829986869185538 -0.0009616013778682907 0.0 0.0 0.0 0.0 0.0 0.0 8.102880493646996 2.7365851531697287 -3.488909254302634 -0.1657477597166999 0.1632790780433276 -0.3774510673128438 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.6875 28.75 28.1875 32.0 35.375 36.125 0.668796 7 253 253 253 253 253 253 1 0.0 0.038307227194309235 -9.346963882446289 0.0 1.0 0.0 47.656429290771484 47.723602294921875 0.3301037549972534 47.513267517089844 47.57059860229492 47.44160079956055 47.55626678466797 47.57059860229492 47.498931884765625 0 1 0.00014188551479795328
22871.964 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.2587603104424467e-16 -2.3934128284454346 -1.405824065208435 -0.2286083996295929 0.0009122274932451546 0.0 -1.3994293566658203e-15 -26.66630549525537 -15.559028838478056 -1.833926879915852 0.0072066488903119634 0.0 -0.22014314333070928 -1.2989240449718018 2.0313265959369105 -2.3158022365965785 -1.557955567036764 3.6996142864227295 0.0 0.0 -0.0 -0.0 0.0 0.0 0.1681402325630188 -2.3948144912719727 -1.6324864625930786 -0.35820674896240234 -0.058305855840444565 0.10316299647092819 -1.2587603104424467e-16 -2.3934128284454346 -1.405824065208435 -0.2286083996295929 0.0009122274932451546 0.0 -0.523990832310719 -0.018981673127871832 0.21100146968958497 1.207944321091224 -2.8830423229228477 -0.0010091044277096535 0.0 0.0 0.0 0.0 0.0 0.0 7.859789633671991 2.743313894120184 -3.52414175366019 -0.16054084980262787 0.15422109680715254 -0.37856934332161696 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.6875 28.75 28.1875 31.9375 35.375 36.125 0.667932 7 253 253 253 253 253 253 1 0.019153613597154617 0.05746084079146385 -9.481039047241211 0.0 1.0 0.0 47.63225173950195 47.71554183959961 0.4106680452823639 47.498931884765625 47.54193115234375 47.427268981933594 47.54193115234375 47.5275993347168 47.48460006713867 0 1 0.0001696480952280884
22872.064 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.167924878638291e-17 -2.393380641937256 -1.405779242515564 -0.22860534489154816 0.0009143964853137732 0.0 4.633699023638764e-16 -26.665946494106784 -15.558532107684561 -1.8339024287472858 0.007223783990718782 0.0 -0.2201164404498499 -1.2989275318435212 2.0313265959369105 -2.315848489800924 -1.5579436461078089 3.699610710144043 0.0 0.0 -0.0 -0.0 0.0 0.0 0.1436733901500702 -2.428845167160034 -1.6156541109085083 -0.34100741147994995 -0.05744628235697746 0.1037631630897522 4.167924878638291e-17 -2.393380641937256 -1.405779242515564 -0.22860534489154816 0.0009143964853137732 0.0 -0.5239948646822605 -0.018995886576995746 0.21100792385394518 1.2079703124227326 -2.882979955933464 -0.0010385648895480512 0.0 0.0 0.0 0.0 0.0 0.0 7.784493566892216 2.8064354403705716 -3.6038862169313295 -0.16298160162422942 0.15500063596917762 -0.38191782658886586 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.6875 28.75 28.1875 31.9375 35.375 36.125 0.668893 7 253 253 253 253 253 253 1 0.0 0.13407529890537262 -9.346963882446289 0.0 1.0 0.0 47.625083923339844 47.711063385009766 0.3636730909347534 47.498931884765625 47.54193115234375 47.44160079956055 47.54193115234375 47.54193115234375 47.48460006713867 0 1 5.923373464611359e-05
22872.164 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7609571782316813e-17 -2.3934202194213867 -1.405819058418274 -0.2286066859960556 0.0009135492146015167 0.0 1.9577477803844564e-16 -26.66638688949334 -15.55897250307111 -1.8339132106897074 0.0072170903842218555 0.0 -0.22011214891542608 -1.2988966566375275 2.0313108603106897 -2.315829416314596 -1.557936970387594 3.699591636657715 0.0 0.0 -0.0 -0.0 0.0 0.0 0.15698027610778809 -2.404069423675537 -1.5948587656021118 -0.3516342043876648 -0.0493227057158947 0.07773548364639282 1.7609571782316813e-17 -2.3934202194213867 -1.405819058418274 -0.2286066859960556 0.0009135492146015167 0.0 -0.524000097669867 -0.018997628720765186 0.21099651880059014 1.2080130931216935 -2.8829881457470723 -0.0009993473889592253 0.0 0.0 0.0 0.0 0.0 0.0 8.123279056077568 2.7349433055715773 -3.3544109391505312 -0.1627331424521329 0.16339687846789389 -0.3820848074867389 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.6875 28.75 28.1875 31.9375 35.375 36.125 0.669048 7 253 253 253 253 253 253 1 0.019153613597154617 0.038307227194309235 -9.27034854888916 0.0 1.0 0.0 47.6627082824707 47.72002029418945 0.3412935435771942 47.48460006713867 47.54193115234375 47.427268981933594 47.54193115234375 47.54193115234375 47.47026824951172 0 1 0.0001696480952280884
22872.264 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.656744465437261e-17 -2.393341064453125 -1.4057519435882568 -0.22860422730445862 0.0009157180902548134 0.0 -4.065393327083281e-16 -26.665507048305866 -15.55823039152855 -1.833893506624559 0.007234224680942776 0.0 -0.22013599077333623 -1.298881159429886 2.031341854725973 -2.3158022365965785 -1.557962719594137 3.699591636657715 0.0 0.0 -0.0 -0.0 0.0 0.0 0.12459968775510788 -2.4385159015655518 -1.5921677350997925 -0.3518982529640198 -0.059132955968379974 0.11122847348451614 -3.656744465437261e-17 -2.393341064453125 -1.4057519435882568 -0.22860422730445862 0.0009157180902548134 0.0 -0.5239871819385759 -0.01898550163080297 0.21097371637206397 1.208006818126852 -2.88307203989169 -0.0009658214379033023 0.0 0.0 0.0 0.0 0.0 0.0 7.967268192625286 2.603148276258568 -3.5155134497375427 -0.15754334733326256 0.1553296999895959 -0.38053318111755613 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.625 28.75 28.1875 31.9375 35.375 36.125 0.668208 7 253 253 253 253 253 253 1 0.1149216815829277 0.019153613597154617 -9.385271072387695 0.0 1.0 0.0 47.66001510620117 47.74509811401367 0.36143195629119873 47.513267517089844 47.584930419921875 47.455936431884766 47.57059860229492 47.57059860229492 47.513267517089844 0 1 0.00024361077521461993
22872.363999999998 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.6088267359575178e-17 -2.3933584690093994 -1.4058246612548828 -0.22860820591449738 0.0009143960196524858 0.0 -2.900368544628915e-16 -26.66570031880574 -15.559033948431567 -1.8339253692698003 0.0072237801052673295 0.0 -0.22015506425966436 -1.298900083904602 2.031330410634176 -2.3158022365965785 -1.557925049458639 3.699598789215088 0.0 0.0 -0.0 -0.0 0.0 0.0 0.1944708228111267 -2.392099142074585 -1.5995347499847412 -0.35553091764450073 -0.06796826422214508 0.11294914036989212 -2.6088267359575178e-17 -2.3933584690093994 -1.4058246612548828 -0.22860820591449738 0.0009143960196524858 0.0 -0.5239915042667413 -0.018978457212955987 0.21098784076667804 1.2079515431860328 -2.8830447691090813 -0.0009453883396328572 0.0 0.0 0.0 0.0 0.0 0.0 7.8887120165130815 2.5789713320557546 -3.3103293087312444 -0.16183787026775817 0.15841368630990732 -0.38195281870972203 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.625 28.75 28.1875 31.9375 35.375 36.125 0.67122 7 253 253 253 253 253 253 1 0.05746084079146385 0.038307227194309235 -9.442731857299805 0.0 1.0 0.0 47.625980377197266 47.6949462890625 0.40395522117614746 47.498931884765625 47.55626678466797 47.44160079956055 47.54193115234375 47.57059860229492 47.47026824951172 0 1 0.0001627206802368164
22872.464 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.802094521594351e-19 -2.393366813659668 -1.4057531356811523 -0.22860532999038696 0.000913312251213938 0.0 6.450490901489581e-18 -26.665792702605934 -15.558242961317188 -1.833902398048283 0.0072152185125225615 0.0 -0.22010451952089483 -1.2989120048335572 2.0313108603106897 -2.3157865009703578 -1.5579317251788538 3.6996071338653564 0.0 0.0 -0.0 -0.0 0.0 0.0 0.10147541016340256 -2.406775712966919 -1.582116961479187 -0.3557867407798767 -0.056921638548374176 0.10838533192873001 5.802094521594351e-19 -2.393366813659668 -1.4057531356811523 -0.22860532999038696 0.000913312251213938 0.0 -0.523995218517642 -0.019003195263954137 0.21099997049265481 1.2080088623738037 -2.8830110168533483 -0.0009674583894073177 0.0 0.0 0.0 0.0 0.0 0.0 7.962657785120167 2.650240179255897 -3.639180253202004 -0.16242693954069942 0.15917914511186423 -0.38043033303436413 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.625 28.75 28.1875 31.9375 35.375 36.125 0.669205 7 253 253 253 253 253 253 1 0.05746084079146385 -0.05746084079146385 -9.442731857299805 0.0 1.0 0.0 47.651954650878906 47.72808074951172 0.39500129222869873 47.513267517089844 47.57059860229492 47.455936431884766 47.55626678466797 47.55626678466797 47.498931884765625 0 1 0.00019274814500628662
22872.564 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.4058370937205314e-17 -2.393360137939453 -1.4057891368865967 -0.2286059409379959 0.0009135493310168386 0.0 -3.7864463027675147e-16 -26.66571937355846 -15.55864100020995 -1.8339072267626748 0.007217091396212188 0.0 -0.22009259859193975 -1.2989120048335572 2.031294647847311 -2.3157950840392054 -1.5579403082477015 3.6996142864227295 0.0 0.0 -0.0 -0.0 0.0 0.0 0.16933900117874146 -2.4164764881134033 -1.5901129245758057 -0.34813523292541504 -0.05447928607463837 0.12856978178024292 -3.4058370937205314e-17 -2.393360137939453 -1.4057891368865967 -0.2286059409379959 0.0009135493310168386 0.0 -0.5240013468445425 -0.01900714155384881 0.2110071990169438 1.208009993861546 -2.8829939931113295 -0.0010006278831264153 0.0 0.0 0.0 0.0 0.0 0.0 7.749555637282666 2.4813339162872534 -3.517552976386735 -0.15839751097299817 0.15511424671440666 -0.38053226087412145 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.625 28.75 28.1875 31.9375 35.375 36.125 0.669948 7 253 253 253 253 253 253 1 0.038307227194309235 0.038307227194309235 -9.366117477416992 0.0 1.0 0.0 47.619712829589844 47.70390319824219 0.3972424268722534 47.513267517089844 47.54193115234375 47.455936431884766 47.55626678466797 47.55626678466797 47.48460006713867 0 1 0.000133514404296875
22872.664 -0.22010685908503014 -1.2989025724420191 2.031305554574984 -2.315813777167422 -1.557940764354476 3.699607440198088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3017855643839595e-17 -2.3934123516082764 -1.4057554006576538 -0.22860442101955414 0.0009143966599367559 0.0 2.559014796281024e-16 -26.666300574789485 -15.558268781245587 -1.8338951127473855 0.007223785226956952 0.0 -0.22009259859193975 -1.2989120048335572 2.0313265959369105 -2.3158022365965785 -1.557925049458639 3.699610710144043 0.0 0.0 -0.0 -0.0 0.0 0.0 0.16410157084465027 -2.4257633686065674 -1.600904107093811 -0.34870192408561707 -0.05473746731877327 0.09029598534107208 2.3017855643839595e-17 -2.3934123516082764 -1.4057554006576538 -0.22860442101955414 0.0009143966599367559 0.0 -0.5239911010592521 -0.019011006620409963 0.21099538621453562 1.2080195233380282 -2.883002345075991 -0.0009587081011857975 0.0 0.0 0.0 0.0 0.0 0.0 7.989704755758923 2.539444006066421 -3.3979646731713933 -0.15866364148566586 0.16011588339988214 -0.3774181134407643 -0.5240000037310102 -0.018999999974275813 0.21100001968055238 1.208000021118936 -2.882999906338287 -0.0009999510312804151 0.0 0.0 0.0 0.0 0.0 0.0 0 27.625 28.75 28.1875 31.9375 35.4375 36.125 0.666888 7 253 253 253 253 253 253 1 0.0 0.019153613597154617 -9.308655738830566 0.0 1.0 0.0 47.64120864868164 47.72897720336914 0.3793398439884186 47.498931884765625 47.55626678466797 47.427268981933594 47.5275993347168 47.55626678466797 47.47026824951172 0 1 0.00021457672119140625
